study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	base_count	fastq_ftp	submitted_bytes	submitted_ftp	sra_ftp	bam_ftp
PRJEB36435	SAMEA6508210	ERX3864963	ERR3852885	408170	human gut metagenome	26203	7810407	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852885/ERR3852885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852885/ERR3852885_2.fastq.gz	1170374;562616	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852885/NICU_178_39_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852885/NICU_178_39_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3852885	
PRJEB36435	SAMEA6508114	ERX3864868	ERR3852790	408170	human gut metagenome	30247	9035497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852790/ERR3852790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852790/ERR3852790_2.fastq.gz	1367939;674958	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852790/NICU_125_28_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852790/NICU_125_28_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3852790	
PRJEB36435	SAMEA6508213	ERX3864966	ERR3852888	408170	human gut metagenome	29550	8832612	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852888/ERR3852888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852888/ERR3852888_2.fastq.gz	1461062;686485	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852888/NICU_179_29_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852888/NICU_179_29_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3852888	
PRJEB36435	SAMEA6508115	ERX3864869	ERR3852791	408170	human gut metagenome	25301	4784359	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852791/ERR3852791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852791/ERR3852791_2.fastq.gz	812586;467412	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852791/NICU_125_41_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852791/NICU_125_41_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3852791	
PRJEB36435	SAMEA6508217	ERX3864970	ERR3852892	408170	human gut metagenome	33533	10002091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852892/ERR3852892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852892/ERR3852892_2.fastq.gz	1502544;745341	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852892/NICU_181_28_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852892/NICU_181_28_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3852892	
PRJEB36435	SAMEA6508116	ERX3864870	ERR3852792	408170	human gut metagenome	27801	7993077	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852792/ERR3852792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852792/ERR3852792_2.fastq.gz	1268432;616163	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852792/NICU_126_05_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852792/NICU_126_05_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3852792	
PRJEB36435	SAMEA6508221	ERX3864974	ERR3852896	408170	human gut metagenome	31032	9261201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3852896/ERR3852896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3852896/ERR3852896_2.fastq.gz	1507802;715245	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852896/NICU_197_42_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852896/NICU_197_42_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3852896	
PRJEB36435	SAMEA6508222	ERX3864975	ERR3852897	408170	human gut metagenome	21323	6101303	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3852897/ERR3852897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3852897/ERR3852897_2.fastq.gz	969578;453619	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852897/NICU_201_07_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852897/NICU_201_07_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/007/ERR3852897	
PRJEB36435	SAMEA6508118	ERX3864872	ERR3852794	408170	human gut metagenome	32805	9404014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852794/ERR3852794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852794/ERR3852794_2.fastq.gz	1482577;723711	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852794/NICU_126_31_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852794/NICU_126_31_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3852794	
PRJEB36435	SAMEA6508227	ERX3864980	ERR3852902	408170	human gut metagenome	37426	11141277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852902/ERR3852902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852902/ERR3852902_2.fastq.gz	1707190;786901	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852902/NICU_203_05_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852902/NICU_203_05_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3852902	
PRJEB36435	SAMEA6508119	ERX3864873	ERR3852795	408170	human gut metagenome	28955	8656047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852795/ERR3852795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852795/ERR3852795_2.fastq.gz	1287413;648580	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852795/NICU_126_42_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852795/NICU_126_42_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3852795	
PRJEB36435	SAMEA6508230	ERX3864983	ERR3852905	408170	human gut metagenome	35466	10590978	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852905/ERR3852905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852905/ERR3852905_2.fastq.gz	1689819;804738	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852905/NICU_203_42_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852905/NICU_203_42_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3852905	
PRJEB36435	SAMEA6508120	ERX3864874	ERR3852796	408170	human gut metagenome	27587	7259757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3852796/ERR3852796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/006/ERR3852796/ERR3852796_2.fastq.gz	1114397;552694	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852796/NICU_127_11_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852796/NICU_127_11_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/006/ERR3852796	
PRJEB36435	SAMEA6508232	ERX3864985	ERR3852907	408170	human gut metagenome	40296	11994871	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3852907/ERR3852907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/007/ERR3852907/ERR3852907_2.fastq.gz	1933759;891076	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852907/NICU_204_27_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852907/NICU_204_27_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/007/ERR3852907	
PRJEB36435	SAMEA6508122	ERX3864876	ERR3852798	408170	human gut metagenome	25806	7713355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852798/ERR3852798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852798/ERR3852798_2.fastq.gz	1199642;573287	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852798/NICU_127_27_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852798/NICU_127_27_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3852798	
PRJEB36435	SAMEA6508236	ERX3864989	ERR3852911	408170	human gut metagenome	32714	9766599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852911/ERR3852911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852911/ERR3852911_2.fastq.gz	1572141;737539	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852911/NICU_206_42_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852911/NICU_206_42_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3852911	
PRJEB36435	SAMEA6508124	ERX3864878	ERR3852800	408170	human gut metagenome	29808	8867248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852800/ERR3852800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852800/ERR3852800_2.fastq.gz	1357650;641149	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852800/NICU_128_05_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852800/NICU_128_05_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3852800	
PRJEB36435	SAMEA6508246	ERX3864999	ERR3852921	408170	human gut metagenome	30612	9052476	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852921/ERR3852921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852921/ERR3852921_2.fastq.gz	1344856;646589	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852921/NICU_213_02_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852921/NICU_213_02_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3852921	
PRJEB36435	SAMEA6508250	ERX3865003	ERR3852925	408170	human gut metagenome	30961	9232944	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852925/ERR3852925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852925/ERR3852925_2.fastq.gz	1337485;654275	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852925/NICU_214_14_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852925/NICU_214_14_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3852925	
PRJEB36435	SAMEA6508125	ERX3864879	ERR3852801	408170	human gut metagenome	36988	11035703	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852801/ERR3852801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852801/ERR3852801_2.fastq.gz	1717354;884185	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852801/NICU_128_14_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852801/NICU_128_14_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3852801	
PRJEB36435	SAMEA6508253	ERX3865006	ERR3852928	408170	human gut metagenome	35325	10454020	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852928/ERR3852928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852928/ERR3852928_2.fastq.gz	1591107;742278	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852928/NICU_215_15_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852928/NICU_215_15_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3852928	
PRJEB36435	SAMEA6508127	ERX3864881	ERR3852803	408170	human gut metagenome	23291	6927793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3852803/ERR3852803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3852803/ERR3852803_2.fastq.gz	1060828;532754	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852803/NICU_128_42_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852803/NICU_128_42_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3852803	
PRJEB36435	SAMEA6508256	ERX3865009	ERR3852931	408170	human gut metagenome	35780	7847488	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852931/ERR3852931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852931/ERR3852931_2.fastq.gz	1284269;680769	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852931/NICU_217_03_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852931/NICU_217_03_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3852931	
PRJEB36435	SAMEA6508132	ERX3864886	ERR3852808	408170	human gut metagenome	26301	4740258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852808/ERR3852808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852808/ERR3852808_2.fastq.gz	792983;470451	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852808/NICU_132_06_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852808/NICU_132_06_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3852808	
PRJEB36435	SAMEA6508257	ERX3865010	ERR3852932	408170	human gut metagenome	37465	11198026	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852932/ERR3852932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852932/ERR3852932_2.fastq.gz	1667975;797911	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852932/NICU_217_14_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852932/NICU_217_14_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3852932	
PRJEB36435	SAMEA6508260	ERX3865013	ERR3852935	408170	human gut metagenome	26576	7030002	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852935/ERR3852935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852935/ERR3852935_2.fastq.gz	1122132;550996	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852935/NICU_218_05_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852935/NICU_218_05_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3852935	
PRJEB36435	SAMEA6508134	ERX3864888	ERR3852810	408170	human gut metagenome	30557	9090827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852810/ERR3852810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852810/ERR3852810_2.fastq.gz	1365500;651725	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852810/NICU_132_20_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852810/NICU_132_20_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3852810	
PRJEB36435	SAMEA6508263	ERX3865016	ERR3852938	408170	human gut metagenome	26574	7790564	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852938/ERR3852938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852938/ERR3852938_2.fastq.gz	1114998;622137	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852938/NICU_219_14_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852938/NICU_219_14_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3852938	
PRJEB36435	SAMEA6508135	ERX3864889	ERR3852811	408170	human gut metagenome	28647	8527359	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852811/ERR3852811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852811/ERR3852811_2.fastq.gz	1320985;656207	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852811/NICU_132_28_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852811/NICU_132_28_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3852811	
PRJEB36435	SAMEA6508264	ERX3865017	ERR3852939	408170	human gut metagenome	33193	9945054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3852939/ERR3852939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/009/ERR3852939/ERR3852939_2.fastq.gz	1516417;779105	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852939/NICU_219_27_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852939/NICU_219_27_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/009/ERR3852939	
PRJEB36435	SAMEA6508138	ERX3864892	ERR3852814	408170	human gut metagenome	29121	8675682	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852814/ERR3852814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852814/ERR3852814_2.fastq.gz	1350195;648445	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852814/NICU_136_14_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852814/NICU_136_14_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3852814	
PRJEB36435	SAMEA6508266	ERX3865019	ERR3852941	408170	human gut metagenome	32731	9815031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852941/ERR3852941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/001/ERR3852941/ERR3852941_2.fastq.gz	1534703;765412	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852941/NICU_221_11_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852941/NICU_221_11_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/001/ERR3852941	
PRJEB36435	SAMEA6508269	ERX3865022	ERR3852944	408170	human gut metagenome	31733	9236576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852944/ERR3852944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852944/ERR3852944_2.fastq.gz	1395737;688003	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852944/NICU_223_28_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852944/NICU_223_28_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3852944	
PRJEB36435	SAMEA6508139	ERX3864893	ERR3852815	408170	human gut metagenome	30858	9204809	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852815/ERR3852815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852815/ERR3852815_2.fastq.gz	1456318;682133	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852815/NICU_136_27_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852815/NICU_136_27_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3852815	
PRJEB36435	SAMEA6508270	ERX3865023	ERR3852945	408170	human gut metagenome	25919	7732171	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852945/ERR3852945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/005/ERR3852945/ERR3852945_2.fastq.gz	1208306;581468	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852945/NICU_223_41_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852945/NICU_223_41_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/005/ERR3852945	
PRJEB36435	SAMEA6508144	ERX3864898	ERR3852820	408170	human gut metagenome	27390	7956047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852820/ERR3852820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852820/ERR3852820_2.fastq.gz	1243144;582291	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852820/NICU_139_37_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852820/NICU_139_37_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3852820	
PRJEB36435	SAMEA6508277	ERX3865030	ERR3852952	408170	human gut metagenome	32766	9779789	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852952/ERR3852952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/002/ERR3852952/ERR3852952_2.fastq.gz	1538282;733874	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852952/NICU_226_28_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852952/NICU_226_28_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/002/ERR3852952	
PRJEB36435	SAMEA6508147	ERX3864901	ERR3852823	408170	human gut metagenome	30403	9067010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3852823/ERR3852823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3852823/ERR3852823_2.fastq.gz	1435834;683076	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852823/NICU_140_42_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852823/NICU_140_42_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3852823	
PRJEB36435	SAMEA6508278	ERX3865031	ERR3852953	408170	human gut metagenome	28184	8420422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3852953/ERR3852953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/003/ERR3852953/ERR3852953_2.fastq.gz	1361142;646039	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852953/NICU_226_40_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852953/NICU_226_40_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/003/ERR3852953	
PRJEB36435	SAMEA6508162	ERX3864916	ERR3852838	408170	human gut metagenome	30768	8999548	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852838/ERR3852838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/008/ERR3852838/ERR3852838_2.fastq.gz	1441213;670029	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852838/NICU_157_02_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852838/NICU_157_02_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/008/ERR3852838	
PRJEB36435	SAMEA6508279	ERX3865032	ERR3852954	408170	human gut metagenome	27847	6161513	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852954/ERR3852954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/004/ERR3852954/ERR3852954_2.fastq.gz	997167;516289	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852954/NICU_229_03_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852954/NICU_229_03_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/004/ERR3852954	
PRJEB36435	SAMEA6508164	ERX3864918	ERR3852840	408170	human gut metagenome	27044	8084257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852840/ERR3852840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR385/000/ERR3852840/ERR3852840_2.fastq.gz	1295516;597722	ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852840/NICU_157_28_bac16S_bac16S_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR385/ERR3852840/NICU_157_28_bac16S_bac16S_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR385/000/ERR3852840	
