"feature"	"metadata"	"effect_size"	"pval"	"qval"	"error"	"associations"
"Clostridium_IV"	"diagnosisPSC-CD"	-0.747290942905586	0.260552529569701	1	"sensitivity failed"	"abundance"
"Clostridium_IV"	"diagnosisPSC-UC"	-0.333261530997512	0.63260531289748	1	NA	"abundance"
"Clostridium_IV"	"genderM"	-0.321057461758636	0.394410181888914	1	NA	"abundance"
"Clostridium_IV"	"read_count"	0.516007659705566	0.0412533292482822	0.897387924427441	"sensitivity failed"	"abundance"
"Clostridium_sensu_stricto"	"age"	0.169778544466301	0.0219833924674858	0.717335006515961	"sensitivity failed"	"abundance"
"Clostridium_sensu_stricto"	"bmi"	-0.162726990791306	1	1	NA	"abundance"
"Clostridium_sensu_stricto"	"diagnosisCD"	-0.134829039056735	0.834246307862639	1	NA	"abundance"
"Clostridium_sensu_stricto"	"diagnosisPSC-CD"	-0.198103404237475	0.765263244420514	1	NA	"abundance"
"Clostridium_sensu_stricto"	"diagnosisPSC-UC"	-0.294837432948464	0.642896306877552	1	NA	"abundance"
"Clostridium_sensu_stricto"	"genderM"	0.409928429879687	0.0791542091208298	1	NA	"abundance"
"Clostridium_sensu_stricto"	"read_count"	0.00144084714875784	0.99478691813234	1	NA	"abundance"
"Clostridium_XI"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Clostridium_XI"	"bmi"	NA	1	1	NA	"abundance"
"Clostridium_XI"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Clostridium_XI"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Clostridium_XI"	"diagnosisPSC-UC"	NA	1	1	NA	"abundance"
"Clostridium_XI"	"genderM"	NA	1	1	NA	"abundance"
"Clostridium_XI"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Clostridium_XlVa"	"age"	-0.058078468165722	0.543543287848596	1	NA	"abundance"
"Clostridium_XlVa"	"bmi"	0.0647701324915049	1	1	NA	"abundance"
"Clostridium_XlVa"	"diagnosisCD"	0.721943054495569	0.280829189189958	1	"sensitivity failed"	"abundance"
"Clostridium_XlVa"	"diagnosisPSC-CD"	0.237558406186801	0.71459084235927	1	"sensitivity failed"	"abundance"
"Clostridium_XlVa"	"diagnosisPSC-UC"	0.378569725667997	0.568435297073795	1	NA	"abundance"
"Clostridium_XlVa"	"genderM"	-0.631221618271467	0.0372871487903512	0.856754592357474	"sensitivity failed"	"abundance"
"Clostridium_XlVa"	"read_count"	-0.0531273482215606	0.814746681807513	1	"sensitivity failed"	"abundance"
"Clostridium_XlVb"	"age"	-0.119264725876736	0.153847564281898	1	NA	"abundance"
"Clostridium_XlVb"	"bmi"	0.0278351611766111	1	1	NA	"abundance"
"Clostridium_XlVb"	"diagnosisCD"	0.458211082170767	0.472047094416533	1	NA	"abundance"
"Clostridium_XlVb"	"diagnosisPSC-CD"	0.516570184978346	0.422674620898033	1	"sensitivity failed"	"abundance"
"Clostridium_XlVb"	"diagnosisPSC-UC"	0.0927522499165439	0.882253914770226	1	NA	"abundance"
"Clostridium_XlVb"	"genderM"	-0.298000142842387	0.240026958505317	1	NA	"abundance"
"Clostridium_XlVb"	"read_count"	0.191626258321035	0.378665492813117	1	"sensitivity failed"	"abundance"
"Clostridium_XVIII"	"age"	-0.22812991399986	0.00152066651817564	0.153587318335739	"sensitivity failed"	"abundance"
"Clostridium_XVIII"	"bmi"	-0.00770264921139101	1	1	NA	"abundance"
"Clostridium_XVIII"	"diagnosisCD"	0.937164659783958	0.162942917943429	1	NA	"abundance"
"Clostridium_XVIII"	"diagnosisPSC-CD"	0.616826104370428	0.367023095608315	1	NA	"abundance"
"Clostridium_XVIII"	"diagnosisPSC-UC"	-0.0756059316736047	0.907497595282576	1	NA	"abundance"
"Clostridium_XVIII"	"genderM"	0.0888198530573252	0.695932437525033	1	NA	"abundance"
"Clostridium_XVIII"	"read_count"	-0.0781151015005752	0.724708479880296	1	"sensitivity failed"	"abundance"
"Collinsella"	"age"	-0.19659386667833	0.054814991275562	1	"sensitivity failed"	"abundance"
"Collinsella"	"bmi"	0.161896325991247	1	1	NA	"abundance"
"Collinsella"	"diagnosisCD"	-0.342307097981979	0.611980874477828	1	NA	"abundance"
"Collinsella"	"diagnosisPSC-CD"	0.424479812848526	0.520541649617289	1	NA	"abundance"
"Collinsella"	"diagnosisPSC-UC"	-0.0644391022278115	0.918270261546014	1	NA	"abundance"
"Collinsella"	"genderM"	0.144531495757589	0.665718508868322	1	NA	"abundance"
"Collinsella"	"read_count"	0.536038590141058	0.0238455669949222	0.722272781456835	"sensitivity failed"	"abundance"
"Coprobacillus"	"age"	-0.101354800776704	1	1	NA	"abundance"
"Coprobacillus"	"bmi"	0.0346655516486303	1	1	NA	"abundance"
"Coprobacillus"	"diagnosisCD"	-0.0554773172695192	1	1	NA	"abundance"
"Coprobacillus"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Coprobacillus"	"diagnosisPSC-UC"	0	1	1	"sensitivity failed"	"abundance"
"Coprobacillus"	"genderM"	-0.112785511532244	1	1	NA	"abundance"
"Coprobacillus"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Coprobacter"	"age"	-0.230689214302809	0.00276235972131067	0.231826622353583	"sensitivity failed"	"abundance"
"Coprobacter"	"bmi"	0.0290755809587724	1	1	NA	"abundance"
"Coprobacter"	"diagnosisCD"	-0.0514204087581691	0.93666493891491	1	NA	"abundance"
"Coprobacter"	"diagnosisPSC-CD"	0.494411735893727	0.456683725870174	1	NA	"abundance"
"Coprobacter"	"diagnosisPSC-UC"	-0.289953725222453	0.65035875312167	1	NA	"abundance"
"Coprobacter"	"genderM"	-0.607785722106826	0.0106098854293549	0.468824312409619	NA	"abundance"
"Coprobacter"	"read_count"	-0.0351240996625885	0.872041078343551	1	"sensitivity failed"	"abundance"
"Coprococcus"	"age"	0.112852114756754	0.303165476948538	1	NA	"abundance"
"Coprococcus"	"bmi"	-0.0204549591900948	1	1	NA	"abundance"
"Coprococcus"	"diagnosisCD"	-0.798488057164099	0.228253441923378	1	"sensitivity failed"	"abundance"
"Coprococcus"	"diagnosisPSC-CD"	-0.651764826462292	0.316772778069798	1	"sensitivity failed"	"abundance"
"Coprococcus"	"diagnosisPSC-UC"	-0.359305289943813	0.565112546785765	1	NA	"abundance"
"Coprococcus"	"genderM"	-0.0344054242780848	0.922146424555791	1	NA	"abundance"
"Coprococcus"	"read_count"	0.579532293139579	0.0144857037436692	0.538717435641509	"sensitivity failed"	"abundance"
"Corynebacterium"	"age"	0.18343953381915	0.21633550796355	1	NA	"abundance"
"Corynebacterium"	"bmi"	-0.105746791309269	1	1	NA	"abundance"
"Corynebacterium"	"diagnosisCD"	-0.125825879706946	0.884939098949619	1	NA	"abundance"
"Corynebacterium"	"diagnosisPSC-CD"	0.0305043033604736	0.972872536571943	1	NA	"abundance"
"Corynebacterium"	"diagnosisPSC-UC"	0.152099238560733	0.861131349152053	1	NA	"abundance"
"Corynebacterium"	"genderM"	NA	1	1	NA	"abundance"
"Corynebacterium"	"read_count"	-0.595517577724034	0.23441661911883	1	"sensitivity failed"	"abundance"
"Desulfovibrio"	"age"	0.44034181717506	0.00000185265561352145	0.00196474127813949	"sensitivity failed"	"abundance"
"Desulfovibrio"	"bmi"	-0.116506162123647	1	1	NA	"abundance"
"Desulfovibrio"	"diagnosisCD"	-0.938139204916395	0.161569563889059	1	NA	"abundance"
"Desulfovibrio"	"diagnosisPSC-CD"	-0.927318249096428	0.184149982037941	1	NA	"abundance"
"Desulfovibrio"	"diagnosisPSC-UC"	-0.241990788192967	0.712513600941145	1	NA	"abundance"
"Desulfovibrio"	"genderM"	0.201327371480228	0.442049114909587	1	NA	"abundance"
"Desulfovibrio"	"read_count"	-0.0245044371934024	0.916204611946582	1	"sensitivity failed"	"abundance"
"Dialister"	"age"	-0.147198078511506	0.236974380056288	1	NA	"abundance"
"Dialister"	"bmi"	0.0622185336720027	1	1	NA	"abundance"
"Dialister"	"diagnosisCD"	0.0201949441007454	0.97672509165652	1	NA	"abundance"
"Dialister"	"diagnosisPSC-CD"	-0.767420273181102	0.28184441105707	1	NA	"abundance"
"Dialister"	"diagnosisPSC-UC"	-0.700218855681335	0.324288614517544	1	NA	"abundance"
"Dialister"	"genderM"	-0.496706785956755	0.142130342298517	1	NA	"abundance"
"Dialister"	"read_count"	-0.0156026573544355	0.950015266359016	1	NA	"abundance"
"Dolosigranulum"	"age"	NA	1	1	NA	"abundance"
"Dolosigranulum"	"bmi"	NA	1	1	NA	"abundance"
"Dolosigranulum"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"Dolosigranulum"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Dolosigranulum"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Dolosigranulum"	"genderM"	NA	1	1	NA	"abundance"
"Dolosigranulum"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Dorea"	"age"	-0.0433485676547664	0.688961402675434	1	NA	"abundance"
"Dorea"	"bmi"	0.0876409886731037	1	1	NA	"abundance"
"Dorea"	"diagnosisCD"	-0.0100278076632223	0.987810534900251	1	NA	"abundance"
"Dorea"	"diagnosisPSC-CD"	-0.0780407457715312	0.908190678128756	1	NA	"abundance"
"Dorea"	"diagnosisPSC-UC"	0.00809761131560409	0.989117535962956	1	NA	"abundance"
"Dorea"	"genderM"	-0.141307179006684	0.67344705523676	1	NA	"abundance"
"Dorea"	"read_count"	0.435171492352488	0.063775647188327	1	"sensitivity failed"	"abundance"
"Dysgonomonas"	"age"	NA	1	1	NA	"abundance"
"Dysgonomonas"	"bmi"	NA	1	1	"sensitivity failed"	"abundance"
"Dysgonomonas"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Dysgonomonas"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Dysgonomonas"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Dysgonomonas"	"genderM"	NA	1	1	NA	"abundance"
"Dysgonomonas"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Eggerthella"	"age"	-0.167405581170744	0.0259038015645436	0.752629631758864	NA	"abundance"
"Eggerthella"	"bmi"	0.0727767393158929	1	1	NA	"abundance"
"Eggerthella"	"diagnosisCD"	0.0172592047622621	0.979895450668873	1	"sensitivity failed"	"abundance"
"Eggerthella"	"diagnosisPSC-CD"	0.735875907625986	0.306403066176879	1	NA	"abundance"
"Eggerthella"	"diagnosisPSC-UC"	-0.399883407930273	0.558068944536653	1	NA	"abundance"
"Eggerthella"	"genderM"	-0.537450724903621	0.0240594540208019	0.722272781456835	"sensitivity failed"	"abundance"
"Eggerthella"	"read_count"	0.00804815586207379	0.972100504718064	1	NA	"abundance"
"Eggerthia"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Eggerthia"	"bmi"	NA	1	1	"sensitivity failed"	"abundance"
"Eggerthia"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Eggerthia"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Eggerthia"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Eggerthia"	"genderM"	NA	1	1	NA	"abundance"
"Eggerthia"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Eisenbergiella"	"age"	-0.100811655073223	0.185769132788036	1	"sensitivity failed"	"abundance"
"Eisenbergiella"	"bmi"	-0.030123027860267	1	1	NA	"abundance"
"Eisenbergiella"	"diagnosisCD"	0.161285709897403	0.818219130981165	1	NA	"abundance"
"Eisenbergiella"	"diagnosisPSC-CD"	-0.440098843070605	0.54897564064653	1	NA	"abundance"
"Eisenbergiella"	"diagnosisPSC-UC"	-0.37260926560015	0.596554253497902	1	NA	"abundance"
"Eisenbergiella"	"genderM"	0.133599462034705	0.523123214097211	1	NA	"abundance"
"Eisenbergiella"	"read_count"	-0.111836940234145	0.634583114322505	1	"sensitivity failed"	"abundance"
"Elusimicrobium"	"age"	-0.236236985167828	0.0146244937608495	0.538717435641509	NA	"abundance"
"Elusimicrobium"	"bmi"	0.402831099144782	1	1	NA	"abundance"
"Elusimicrobium"	"diagnosisCD"	0.631084319419149	0.399053554487591	1	NA	"abundance"
"Elusimicrobium"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Elusimicrobium"	"diagnosisPSC-UC"	0.34640845883824	0.632832375246629	1	NA	"abundance"
"Elusimicrobium"	"genderM"	-0.367748579205431	0.125707147702505	1	NA	"abundance"
"Elusimicrobium"	"read_count"	-0.158798130653988	0.517815353936664	1	"sensitivity failed"	"abundance"
"Enterobacter"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Enterobacter"	"bmi"	NA	1	1	NA	"abundance"
"Enterobacter"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Enterobacter"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Enterobacter"	"diagnosisPSC-UC"	NA	1	1	NA	"abundance"
"Enterobacter"	"genderM"	NA	1	1	NA	"abundance"
"Enterobacter"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Enterococcus"	"age"	0.310433153136845	0.00237515320935877	0.209904164877082	"sensitivity failed"	"abundance"
"Enterococcus"	"bmi"	-0.16590605786615	1	1	NA	"abundance"
"Enterococcus"	"diagnosisCD"	0.936125744267501	0.187372403460131	1	NA	"abundance"
"Enterococcus"	"diagnosisPSC-CD"	0.450146100782797	0.531164742355257	1	"sensitivity failed"	"abundance"
"Enterococcus"	"diagnosisPSC-UC"	0.31046234483499	0.662926385643553	1	"sensitivity failed"	"abundance"
"Enterococcus"	"genderM"	0.0361269586950382	0.885771396209571	1	NA	"abundance"
"Enterococcus"	"read_count"	-0.321467663669856	0.176247030285079	1	NA	"abundance"
"Enterorhabdus"	"age"	NA	1	1	NA	"abundance"
"Enterorhabdus"	"bmi"	NA	1	1	NA	"abundance"
"Enterorhabdus"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Enterorhabdus"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Enterorhabdus"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Enterorhabdus"	"genderM"	NA	1	1	NA	"abundance"
"Enterorhabdus"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"EscherichiaShigella"	"age"	0.0740414586062031	0.445974052700651	1	NA	"abundance"
"EscherichiaShigella"	"bmi"	-0.211022168547568	1	1	NA	"abundance"
"EscherichiaShigella"	"diagnosisCD"	0.866796739763974	0.202691426825206	1	"sensitivity failed"	"abundance"
"EscherichiaShigella"	"diagnosisPSC-CD"	0.555513750563729	0.450066707901869	1	"sensitivity failed"	"abundance"
"EscherichiaShigella"	"diagnosisPSC-UC"	0.134106505633166	0.84400457893542	1	NA	"abundance"
"EscherichiaShigella"	"genderM"	-0.0156756862400139	0.95887115848197	1	NA	"abundance"
"EscherichiaShigella"	"read_count"	-0.243661378075312	0.326769468891709	1	"sensitivity failed"	"abundance"
"Eubacterium"	"age"	0.113774980652051	1	1	NA	"abundance"
"Eubacterium"	"bmi"	0.368845017051473	1	1	NA	"abundance"
"Eubacterium"	"diagnosisCD"	0	1	1	NA	"abundance"
"Eubacterium"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Eubacterium"	"diagnosisPSC-UC"	0.00712924633188108	1	1	NA	"abundance"
"Eubacterium"	"genderM"	-0.404806110244336	1	1	NA	"abundance"
"Eubacterium"	"read_count"	-0.0231859002251842	1	1	"sensitivity failed"	"abundance"
"Faecalibacterium"	"age"	-0.156711116012377	0.210830526471902	1	NA	"abundance"
"Faecalibacterium"	"bmi"	0.0746624305782137	1	1	NA	"abundance"
"Faecalibacterium"	"diagnosisCD"	-1.31227435473022	0.0924949432829802	1	"sensitivity failed"	"abundance"
"Faecalibacterium"	"diagnosisPSC-CD"	-0.501295041219526	0.51025119415446	1	"sensitivity failed"	"abundance"
"Faecalibacterium"	"diagnosisPSC-UC"	-0.344601617138843	0.624395209782437	1	NA	"abundance"
"Faecalibacterium"	"genderM"	0.191429727210046	0.672360766013747	1	NA	"abundance"
"Faecalibacterium"	"read_count"	0.737676074413306	0.00723200971276287	0.374124209774879	"sensitivity failed"	"abundance"
"Faecalicoccus"	"age"	-0.128521092606019	0.0634049840449472	1	NA	"abundance"
"Faecalicoccus"	"bmi"	-0.165600467833328	1	1	NA	"abundance"
"Faecalicoccus"	"diagnosisCD"	-0.29092766095886	0.670475498278701	1	"sensitivity failed"	"abundance"
"Faecalicoccus"	"diagnosisPSC-CD"	-0.698866822305569	0.326183893003799	1	NA	"abundance"
"Faecalicoccus"	"diagnosisPSC-UC"	-0.708046440088266	0.300443788938241	1	NA	"abundance"
"Faecalicoccus"	"genderM"	-0.0132355874416279	0.950998532217223	1	NA	"abundance"
"Faecalicoccus"	"read_count"	-0.177227893290635	0.440274437499661	1	"sensitivity failed"	"abundance"
"Faecalitalea"	"age"	-0.391301763669823	0.00379987263070167	0.277914822404078	"sensitivity failed"	"abundance"
"Faecalitalea"	"bmi"	-0.00228857452454368	1	1	NA	"abundance"
"Faecalitalea"	"diagnosisCD"	-0.0674838085467297	0.92644061533535	1	NA	"abundance"
"Faecalitalea"	"diagnosisPSC-CD"	1.72921643139751	0.0720356144055665	1	NA	"abundance"
"Faecalitalea"	"diagnosisPSC-UC"	-0.083418838023987	0.908678052527129	1	NA	"abundance"
"Faecalitalea"	"genderM"	0.24512670375789	0.297107163093389	1	NA	"abundance"
"Faecalitalea"	"read_count"	-0.133973900920814	0.590178647018437	1	"sensitivity failed"	"abundance"
"Finegoldia"	"age"	NA	1	1	NA	"abundance"
"Finegoldia"	"bmi"	NA	1	1	NA	"abundance"
"Finegoldia"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Finegoldia"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Finegoldia"	"diagnosisPSC-UC"	NA	1	1	NA	"abundance"
"Finegoldia"	"genderM"	NA	1	1	NA	"abundance"
"Finegoldia"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Flavonifractor"	"age"	-0.348403140898711	0.000118088022312603	0.0250464695325032	"sensitivity failed"	"abundance"
"Flavonifractor"	"bmi"	0.138905766145147	1	1	NA	"abundance"
"Flavonifractor"	"diagnosisCD"	-0.350218503878017	0.589708660817328	1	"sensitivity failed"	"abundance"
"Flavonifractor"	"diagnosisPSC-CD"	0.211226312308823	0.749533818206709	1	"sensitivity failed"	"abundance"
"Flavonifractor"	"diagnosisPSC-UC"	0.330040577811991	0.613703087414487	1	NA	"abundance"
"Flavonifractor"	"genderM"	-0.761136941789336	0.00594084529646593	0.323090586507801	"sensitivity failed"	"abundance"
"Flavonifractor"	"read_count"	-0.0774618810050318	0.725131046521602	1	"sensitivity failed"	"abundance"
"Fretibacterium"	"age"	NA	1	1	NA	"abundance"
"Fretibacterium"	"bmi"	NA	1	1	NA	"abundance"
"Fretibacterium"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Fretibacterium"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Fretibacterium"	"diagnosisPSC-UC"	NA	1	1	NA	"abundance"
"Fretibacterium"	"genderM"	NA	1	1	NA	"abundance"
"Fretibacterium"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Fusicatenibacter"	"age"	-0.130618416501456	0.210259688455097	1	NA	"abundance"
"Fusicatenibacter"	"bmi"	0.23353334496961	1	1	"sensitivity failed"	"abundance"
"Fusicatenibacter"	"diagnosisCD"	-0.543917148447034	0.434048575754174	1	NA	"abundance"
"Fusicatenibacter"	"diagnosisPSC-CD"	0.117103424722651	0.860714598977125	1	"sensitivity failed"	"abundance"
"Fusicatenibacter"	"diagnosisPSC-UC"	-0.508268897756073	0.420906212429139	1	NA	"abundance"
"Fusicatenibacter"	"genderM"	0.0143256768020004	0.967820641088238	1	NA	"abundance"
"Fusicatenibacter"	"read_count"	0.506239071145398	0.0345025877237548	0.850930099559115	"sensitivity failed"	"abundance"
"Fusobacterium"	"age"	0.056410651492642	0.493538870814863	1	NA	"abundance"
"Fusobacterium"	"bmi"	0.578445795529958	1	1	"sensitivity failed"	"abundance"
"Fusobacterium"	"diagnosisCD"	0.146660536091998	0.840563329981079	1	"sensitivity failed"	"abundance"
"Fusobacterium"	"diagnosisPSC-CD"	-1.32025658794412	0.0823150268365445	1	"sensitivity failed"	"abundance"
"Fusobacterium"	"diagnosisPSC-UC"	-0.715771796760947	0.315015034417025	1	"sensitivity failed"	"abundance"
"Fusobacterium"	"genderM"	-0.624679079508148	0.040241304194913	0.88908131455636	"sensitivity failed"	"abundance"
"Fusobacterium"	"read_count"	-1.65134436131246	0.000000671610778659151	0.00142448646153606	"sensitivity failed"	"abundance"
"Gemella"	"age"	0.824135202221709	1	1	"sensitivity failed"	"abundance"
"Gemella"	"bmi"	NA	1	1	NA	"abundance"
"Gemella"	"diagnosisCD"	0.798703874851364	1	1	NA	"abundance"
"Gemella"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Gemella"	"diagnosisPSC-UC"	1.10801625258576	1	1	NA	"abundance"
"Gemella"	"genderM"	-0.657277857749819	1	1	NA	"abundance"
"Gemella"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Gemmiger"	"age"	0.0772662116576205	0.483749818101473	1	NA	"abundance"
"Gemmiger"	"bmi"	0.108042918979248	1	1	NA	"abundance"
"Gemmiger"	"diagnosisCD"	-0.158901754163768	0.809105553775756	1	"sensitivity failed"	"abundance"
"Gemmiger"	"diagnosisPSC-CD"	-0.462476404036207	0.496672765420248	1	"sensitivity failed"	"abundance"
"Gemmiger"	"diagnosisPSC-UC"	-1.13525708318682	0.0847109906596793	1	"sensitivity failed"	"abundance"
"Gemmiger"	"genderM"	-0.462639501981918	0.145304616737563	1	"sensitivity failed"	"abundance"
"Gemmiger"	"read_count"	0.243354793926846	0.317631616507291	1	"sensitivity failed"	"abundance"
"Gordonibacter"	"age"	-0.0829907163966909	0.327344234538658	1	NA	"abundance"
"Gordonibacter"	"bmi"	0.203908156321784	1	1	NA	"abundance"
"Gordonibacter"	"diagnosisCD"	0.608091195736064	0.469787647647304	1	NA	"abundance"
"Gordonibacter"	"diagnosisPSC-CD"	1.29603432528726	0.210909237101495	1	NA	"abundance"
"Gordonibacter"	"diagnosisPSC-UC"	0.16267663449926	0.834222292236336	1	NA	"abundance"
"Gordonibacter"	"genderM"	-0.428370104239654	0.168004689414469	1	NA	"abundance"
"Gordonibacter"	"read_count"	-0.0147735220665683	0.954526536027986	1	"sensitivity failed"	"abundance"
"Haemophilus"	"age"	0.0933048284701467	0.199125430858755	1	NA	"abundance"
"Haemophilus"	"bmi"	-0.251620407320446	1	1	NA	"abundance"
"Haemophilus"	"diagnosisCD"	0.972174871554817	0.20487389075889	1	NA	"abundance"
"Haemophilus"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Haemophilus"	"diagnosisPSC-UC"	0.237887988002971	0.738538554396785	1	"sensitivity failed"	"abundance"
"Haemophilus"	"genderM"	-0.203988296762062	0.351423821111295	1	NA	"abundance"
"Haemophilus"	"read_count"	-0.0999557544952339	0.676544846130125	1	"sensitivity failed"	"abundance"
"Helicobacter"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Helicobacter"	"bmi"	NA	1	1	NA	"abundance"
"Helicobacter"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Helicobacter"	"diagnosisPSC-CD"	NA	1	1	"sensitivity failed"	"abundance"
"Helicobacter"	"diagnosisPSC-UC"	NA	1	1	NA	"abundance"
"Helicobacter"	"genderM"	NA	1	1	NA	"abundance"
"Helicobacter"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Herbaspirillum"	"age"	NA	1	1	"sensitivity failed"	"abundance"
"Herbaspirillum"	"bmi"	NA	1	1	NA	"abundance"
"Herbaspirillum"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Herbaspirillum"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Herbaspirillum"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Herbaspirillum"	"genderM"	NA	1	1	NA	"abundance"
"Herbaspirillum"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Holdemanella"	"age"	0.17485523025834	0.155816448156118	1	NA	"abundance"
"Holdemanella"	"bmi"	-0.00649000890726886	1	1	NA	"abundance"
"Holdemanella"	"diagnosisCD"	-1.07365187566606	0.112303259407673	1	NA	"abundance"
"Holdemanella"	"diagnosisPSC-CD"	-0.619147608518608	0.37576366455073	1	NA	"abundance"
"Holdemanella"	"diagnosisPSC-UC"	0.169888840983438	0.806716410393588	1	NA	"abundance"
"Holdemanella"	"genderM"	0.417820019135296	0.167912729430262	1	NA	"abundance"
"Holdemanella"	"read_count"	-0.174958211739306	0.47025113769078	1	NA	"abundance"
"Holdemania"	"age"	-0.078981067025699	0.231165633872949	1	NA	"abundance"
"Holdemania"	"bmi"	0.0225201992779062	1	1	NA	"abundance"
"Holdemania"	"diagnosisCD"	-0.057693856463039	0.931983887611645	1	NA	"abundance"
"Holdemania"	"diagnosisPSC-CD"	0.135540408089681	0.846640036001324	1	NA	"abundance"
"Holdemania"	"diagnosisPSC-UC"	0.0650666230057144	0.92288822205277	1	NA	"abundance"
"Holdemania"	"genderM"	-0.12058939538614	0.551973238447202	1	NA	"abundance"
"Holdemania"	"read_count"	0.00694084992748028	0.975577696344858	1	NA	"abundance"
"Howardella"	"age"	0.0135544602312408	0.843077998391584	1	"sensitivity failed"	"abundance"
"Howardella"	"bmi"	0.202253757667389	1	1	NA	"abundance"
"Howardella"	"diagnosisCD"	-0.549485208557443	0.440786449821628	1	NA	"abundance"
"Howardella"	"diagnosisPSC-CD"	0	1	1	NA	"abundance"
"Howardella"	"diagnosisPSC-UC"	0	1	1	"sensitivity failed"	"abundance"
"Howardella"	"genderM"	0.761438956791497	0.0044562236458497	0.298757191202901	NA	"abundance"
"Howardella"	"read_count"	0.0934073044681977	0.693913801433601	1	"sensitivity failed"	"abundance"
"Hungatella"	"age"	-0.523940052494073	0.000473293799317991	0.0717040105966756	NA	"abundance"
"Hungatella"	"bmi"	0.00146227910758421	1	1	NA	"abundance"
"Hungatella"	"diagnosisCD"	0.704169475393384	0.35170666885057	1	"sensitivity failed"	"abundance"
"Hungatella"	"diagnosisPSC-CD"	0	1	1	"sensitivity failed"	"abundance"
"Hungatella"	"diagnosisPSC-UC"	0	1	1	"sensitivity failed"	"abundance"
"Hungatella"	"genderM"	-0.0747130276242169	0.724135888145367	1	NA	"abundance"
"Hungatella"	"read_count"	-0.0868401923407353	0.720024013847862	1	"sensitivity failed"	"abundance"
"Hydrogenoanaerobacterium"	"age"	NA	1	1	NA	"abundance"
"Hydrogenoanaerobacterium"	"bmi"	NA	1	1	NA	"abundance"
"Hydrogenoanaerobacterium"	"diagnosisCD"	NA	1	1	NA	"abundance"
"Hydrogenoanaerobacterium"	"diagnosisPSC-CD"	NA	1	1	NA	"abundance"
"Hydrogenoanaerobacterium"	"diagnosisPSC-UC"	NA	1	1	"sensitivity failed"	"abundance"
"Hydrogenoanaerobacterium"	"genderM"	NA	1	1	NA	"abundance"
"Hydrogenoanaerobacterium"	"read_count"	NA	1	1	"sensitivity failed"	"abundance"
"Intestinibacter"	"age"	0.0204753986134912	0.770968981891724	1	"sensitivity failed"	"abundance"
"Intestinibacter"	"bmi"	-0.114389669425293	1	1	NA	"abundance"
"Intestinibacter"	"diagnosisCD"	-0.438141248966	0.498553615425626	1	NA	"abundance"
"Intestinibacter"	"diagnosisPSC-CD"	0.344290918302582	0.606961840905537	1	NA	"abundance"
"Intestinibacter"	"diagnosisPSC-UC"	0.213680564730087	0.741146334412766	1	NA	"abundance"
