"feature"	"metadata"	"effect_size"	"pval"	"qval"	"error"	"associations"
"k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602|t__SGB6602"	"consent_age"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602|t__SGB6602"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602|t__SGB6602"	"diagnosisUC"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602|t__SGB6602"	"dysbiosis_statedysbiosis_CD"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602|t__SGB6602"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602|t__SGB6602"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769|s__GGB4769_SGB6602|t__SGB6602"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"AntibioticsYes"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4773|s__GGB4773_SGB6607|t__SGB6607"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1800|o__OFGB1800|f__FGB1800|g__GGB4774|s__GGB4774_SGB6609|t__SGB6609"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"AntibioticsYes"	0.348156112748726	0.36883298752193	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"consent_age"	-0.00433343759074109	0.784321966210512	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"diagnosisCD"	0.458538993800153	0.544101896091663	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"diagnosisUC"	1.58826091563021	0.0522134956469393	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"dysbiosis_statedysbiosis_CD"	0	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"dysbiosis_statedysbiosis_nonIBD"	-4.77709690949331	2.76602863804417e-05	0.0188616809984726	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"dysbiosis_statedysbiosis_UC"	-0.0408361319054071	0.960590453520192	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802|s__GGB4802_SGB6641|t__SGB6641"	"reads_filtered"	7.27250055377011e-08	0.0104573919044971	0.941822969008794	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB1872|o__OFGB1872|f__FGB1872|g__GGB4964|s__GGB4964_SGB6927|t__SGB6927_group"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"AntibioticsYes"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB4591|t__SGB4591"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"AntibioticsYes"	-1.5330144099835	0.0382304929841551	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"consent_age"	-0.0249847280292579	0.374246916037299	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"diagnosisCD"	1.13900108927721	0.471070889535252	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"diagnosisUC"	2.23137944454555	0.175765808363797	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"dysbiosis_statedysbiosis_CD"	1.40875774160981	0.0291778156895012	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"dysbiosis_statedysbiosis_nonIBD"	0	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"dysbiosis_statedysbiosis_UC"	0.957841608529679	0.238657591665443	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6020|s__GGB6020_SGB14985|t__SGB14985_group"	"reads_filtered"	-1.32700847325027e-09	0.97558638094029	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"AntibioticsYes"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517|g__GGB45620|s__GGB45620_SGB63333|t__SGB63333"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"AntibioticsYes"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2830|o__OFGB2830|f__FGB2830|g__GGB9046|s__GGB9046_SGB13948|t__SGB13948"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"AntibioticsYes"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2831|o__OFGB2831|f__FGB2831|g__GGB9048|s__GGB9048_SGB13952|t__SGB13952"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9071|s__GGB9071_SGB13990|t__SGB13990"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2836|o__OFGB2836|f__FGB2836|g__GGB9072|s__GGB9072_SGB13992|t__SGB13992"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB28369|o__OFGB28369|f__FGB28369|g__GGB28369|s__GGB28369_SGB40949|t__SGB40949"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB80142|s__GGB80142_SGB14021|t__SGB14021"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"dysbiosis_statedysbiosis_nonIBD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"dysbiosis_statedysbiosis_UC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB106149|t__SGB106149"	"reads_filtered"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020|t__SGB14020"	"AntibioticsYes"	NA	1	1	NA	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020|t__SGB14020"	"consent_age"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020|t__SGB14020"	"diagnosisCD"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020|t__SGB14020"	"diagnosisUC"	NA	1	1	"sensitivity failed"	"abundance"
"k__Bacteria|p__Firmicutes|c__CFGB2840|o__OFGB2840|f__FGB2840|g__GGB9091|s__GGB9091_SGB14020|t__SGB14020"	"dysbiosis_statedysbiosis_CD"	NA	1	1	"sensitivity failed"	"abundance"
